	COMMON.id	COMMON.assoc	COMMON.name	COMMON.xpos	COMMON.ypos	COMMON.width	COMMON.height	COMMON.attribs	COMMON.colorf	COMMON.colorb	COMMON.texturenumber	COMMON.fontnumber	COMMON.active	COMMON.commonattribs	COMMON.help	totalgadgets	VERSION.major	VERSION.minor	VERSION.revision	panel	crdefault	escdefault	defaultfocus	hotornot	text	status	quickkey	grayedout	stages	range	thick	knobpos	knobsize	filename	link	crtdefault	maxchars	itemheight
ReImagined HPI RAW\guis\ARMCV2.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCV2.GADGET7	1	77	ARMSY	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCV2.GADGET8	1	77	ARMLLT	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCV2.GADGET9	1	77	ARMRAD	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCV2.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCV2.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCV2.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMCV3.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMCV3.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMCV3.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET7	1	77	ARMRL	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCV3.GADGET8	1	77	ARMDRAG	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMCV3.GADGET9	1	0	ARMGUARD	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMCV3.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMCV3.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMCV3.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMDL.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMDL.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMDL.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\ARMDL.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\ARMDL.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\ARMDL.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\ARMDL.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\ARMDL.GADGET7	1	0	IGPATCH	64	91	64	64	32	15	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMDL.GADGET8	1	0	IGPATCH	0	155	64	64	32	15	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMDL.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMDL.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\ARMDL.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\ARMDL.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMEMP1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMEMP1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMEMP1.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\ARMEMP1.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\ARMEMP1.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\ARMEMP1.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\ARMEMP1.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\ARMEMP1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMEMP1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMEMP1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMEMP1.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\ARMEMP1.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\ARMEMP1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMGEN.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		30	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMGEN.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMGEN.GADGET2	1	8	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\ARMGEN.GADGET3	1	8	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\ARMGEN.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\ARMGEN.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\ARMGEN.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\ARMGEN.GADGET7	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\ARMGEN.GADGET8	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\ARMGEN.GADGET9	1	0	ARMFIREORD	6	35	113	20	256	15	0	0	0	1	0													102											
ReImagined HPI RAW\guis\ARMGEN.GADGET10	1	0	ARMMOVEORD	6	59	113	20	25	15	0	0	0	1	0													118											
ReImagined HPI RAW\guis\ARMGEN.GADGET11	1	0	ARMONOFF	6	92	113	20	256	15	0	0	0	1	0													120											
ReImagined HPI RAW\guis\ARMGEN.GADGET12	1	1	ARMCAPTURE	64	207	55	31	64	15	0	0	0	1	0													99											
ReImagined HPI RAW\guis\ARMGEN.GADGET13	1	1	ARMRECLAIM	5	172	55	31	64	15	0	0	0	1	0													101											
ReImagined HPI RAW\guis\ARMGEN.GADGET14	1	1	ARMREPAIR	5	207	55	31	64	15	0	0	0	1	0													114											
ReImagined HPI RAW\guis\ARMGEN.GADGET15	1	1	ARMLOAD	64	317	55	31	64	15	0	0	0	1	0													108											
ReImagined HPI RAW\guis\ARMGEN.GADGET16	1	0	ARMCLOAK	6	116	113	20	256	15	0	0	0	1	0													107											
ReImagined HPI RAW\guis\ARMGEN.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMGEN.GADGET18	1	1	ARMUNLOAD	64	172	55	31	64	15	0	0	0	1	0													117											
ReImagined HPI RAW\guis\Armhp1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\Armhp1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\Armhp1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\Armhp1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\Armhp1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\Armhp1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\Armhp1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\Armhp1.GADGET7	1	77	ARMAH	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armhp1.GADGET8	1	77	ARMMH	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armhp1.GADGET9	1	77	ARMTHOVR	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armhp1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\Armhp1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\Armhp1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMLAB1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMLAB1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMLAB1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMLAB1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMLAB1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMLAB1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMLAB1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMLAB1.GADGET7	1	77	ARMHAM	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMLAB1.GADGET8	1	77	ARMJETH	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMLAB1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMLAB1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMLAB1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMLAB1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMMAIN.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		6	1	0	0	ARMPAN2																		
ReImagined HPI RAW\guis\ARMMAIN.GADGET1	1	78	OPTIONS	5	283	115	40	2	15	0	0	0	1	0											Options Menu		O											
ReImagined HPI RAW\guis\ARMMAIN.GADGET2	5	168	KILLS	14	13	92	16	2	15	0	103	0	1	54																								
ReImagined HPI RAW\guis\ARMMAIN.GADGET3	5	0	LOSSES	14	34	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMMAIN.GADGET4	5	0	TOTALUNITS	14	55	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMMAIN.GADGET5	1	243	SHARE	5	228	115	40	2	15	0	0	0	1	0											Share	0	83	0										
ReImagined HPI RAW\guis\ARMMAIN.GADGET6	1	0	ALLIES	5	119	115	40	2	15	0	0	0	1	100											Allies	0	A	0										
ReImagined HPI RAW\guis\ARMMAIN2.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		3	1	0	0	ARMPAN2																		
ReImagined HPI RAW\guis\ARMMAIN2.GADGET1	5	168	KILLS	14	13	92	16	2	15	0	103	0	1	54																								
ReImagined HPI RAW\guis\ARMMAIN2.GADGET2	5	0	LOSSES	14	34	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMMAIN2.GADGET3	5	0	TOTALUNITS	14	55	82	12	2	15	0	0	0	1	0																								
ReImagined HPI RAW\guis\Armmlv1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\Armmlv1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\Armmlv1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\Armmlv1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\Armmlv1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\Armmlv1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\Armmlv1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\Armmlv1.GADGET7	1	77	ARMMINE4	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armmlv1.GADGET8	1	77	ARMMINE5	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armmlv1.GADGET9	1	77	ARMMINE6	64	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\Armmlv1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\Armmlv1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\Armmlv1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMOPT.GADGET0	0	205	armopt.GUI	0	128	128	352	52685	52685	52685	0	-51	1	-51		9	-51	-51	-51		OK	OK	OK															
ReImagined HPI RAW\guis\ARMOPT.GADGET1	12	0	OPTBG	0	0	128	362	0	0	0	0	0	1	0																								
ReImagined HPI RAW\guis\ARMOPT.GADGET2	1	78	OK	14	291	96	31	2	0	0	0	0	1	-11											Resume	0	82	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET3	1	243	SAVEGAME	13	64	96	31	2	0	0	0	0	1	0											Save Game	0	83	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET4	1	243	PREFS	13	105	96	31	2	0	0	0	0	1	0											Options	0	79	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET5	1	243	EXIT	13	231	96	31	2	0	0	0	0	1	0											Exit	0	69	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET6	5	243	TEXT	161	140	89	19	18	15	0	0	0	1	0											GAME OPTIONS													
ReImagined HPI RAW\guis\ARMOPT.GADGET7	1	243	MISSION	13	147	96	31	2	0	0	0	0	1	0											Briefing	0	66	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET8	1	243	LOADGAME	13	22	96	31	2	0	0	0	0	1	0											Load Game	0	76	0	0									
ReImagined HPI RAW\guis\ARMOPT.GADGET9	1	243	HELP	13	189	96	31	2	0	0	0	0	1	0											Help	0	0	0	0									
ReImagined HPI RAW\guis\ARMPLAT1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMPLAT1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMPLAT1.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMPLAT1.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMPLAT1.GADGET7	1	0	ARMSFIG	64	91	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET8	1	0	ARMLANCE	0	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET9	1	0	ARMSEAP	64	155	64	64	32	15	0	0	0	1	4												0	0	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMPLAT1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\Armscab1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\Armscab1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\Armscab1.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\Armscab1.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\Armscab1.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\Armscab1.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\Armscab1.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\Armscab1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Armscab1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Armscab1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\Armscab1.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\Armscab1.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\Armscab1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMSILO1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMSILO1.GADGET1	7	0	ARMBUTT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMSILO1.GADGET2	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0													109											
ReImagined HPI RAW\guis\ARMSILO1.GADGET3	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0													115											
ReImagined HPI RAW\guis\ARMSILO1.GADGET4	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0													112											
ReImagined HPI RAW\guis\ARMSILO1.GADGET5	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0													97											
ReImagined HPI RAW\guis\ARMSILO1.GADGET6	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0													103											
ReImagined HPI RAW\guis\ARMSILO1.GADGET7	1	0	IGPATCH	64	91	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMSILO1.GADGET8	1	0	IGPATCH	0	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMSILO1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMSILO1.GADGET27	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0													111											
ReImagined HPI RAW\guis\ARMSILO1.GADGET28	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0													98											
ReImagined HPI RAW\guis\ARMSILO1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMSY1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMSY1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMSY1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMSY1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMSY1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMSY1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMSY1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMSY1.GADGET7	1	77	ARMTSHIP	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMSY1.GADGET8	1	77	ARMSUB	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMSY1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMSY1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMSY1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMSY1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\ARMVP1.GADGET0	0	0	HEADER	0	128	128	352	0	0	0	0	0	1	0		17	1	0	0	ARMPAN																		
ReImagined HPI RAW\guis\ARMVP1.GADGET1	7	0	ARMFONT	0	0	0	0	0	0	0	0	0	1	0																				armbutt				
ReImagined HPI RAW\guis\ARMVP1.GADGET2	1	0	ARMORDERS	3	4	59	19	16	15	0	0	0	1	0												0	111											
ReImagined HPI RAW\guis\ARMVP1.GADGET3	1	0	ARMBUILD	65	4	59	19	16	15	0	0	0	1	0												0	98	0										
ReImagined HPI RAW\guis\ARMVP1.GADGET4	1	1	ARMMOVE	5	247	55	31	64	15	0	0	0	1	0												0	77											
ReImagined HPI RAW\guis\ARMVP1.GADGET5	1	1	ARMSTOP	64	247	55	31	0	15	0	0	0	1	0												0	83											
ReImagined HPI RAW\guis\ARMVP1.GADGET6	1	1	ARMPATROL	64	282	55	31	64	15	0	0	0	1	0												0	80											
ReImagined HPI RAW\guis\ARMVP1.GADGET7	1	77	ARMSTUMP	64	91	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMVP1.GADGET8	1	77	ARMSAM	0	155	64	64	32	15	0	0	0	1	4												0	0											
ReImagined HPI RAW\guis\ARMVP1.GADGET9	1	0	IGPATCH	64	155	64	64	32	0	0	0	0	1	0														1										
ReImagined HPI RAW\guis\ARMVP1.GADGET26	1	1	ARMATTACK	5	317	55	31	64	15	0	0	0	1	0												0	65											
ReImagined HPI RAW\guis\ARMVP1.GADGET27	1	1	ARMDEFEND	5	282	55	31	64	15	0	0	0	1	0												0	103											
ReImagined HPI RAW\guis\ARMVP1.GADGET17	1	1	ARMBLAST	64	317	55	31	64	15	0	0	0	1	0													100											
ReImagined HPI RAW\guis\BLANK.GADGET0	0	0	HEADER	0	0	640	480	0	0	0	0	0	0	0		1	-51	-51	-51			MainMenu	Missions													Start		
ReImagined HPI RAW\guis\BLANK.GADGET1	5	0	TEXT	0	1	63	13	2	15	0	0	0	0	92											Blank GUI													
ReImagined HPI RAW\guis\BRIEF.GADGET0	0	0	HEADER	0	0	640	480	0	0	0	0	0	0	0		5	1	0	0	PANEL																		
ReImagined HPI RAW\guis\BRIEF.GADGET1	1	0		475	0	165	107	2	15	0	0	0	1	0											More Info	0	77	0										
ReImagined HPI RAW\guis\BRIEF.GADGET2	1	0	Start	525	395	100	39	2	15	0	0	0	1	0											Start Mission	0	83	0										
ReImagined HPI RAW\guis\BRIEF.GADGET3	1	243	PrevMenu	16	395	102	40	2	15	0	0	0	1	0											Pevious Menu	0	80	0										
ReImagined HPI RAW\guis\BRIEF.GADGET4	5	243	PLANET	0	0	165	107	2	15	0	101	0	1	81											PLANET													
ReImagined HPI RAW\guis\BRIEF.GADGET5	5	243	PANORAMA	3	119	635	124	2	15	0	101	0	1	81											PANORAMA													
ReImagined HPI RAW\guis\BRIEFING.GADGET0	0	205	HEADER	16	138	607	203	52685	52685	52685	0	-51	-51	-51		5	-51	-51	-51																			
ReImagined HPI RAW\guis\BRIEFING.GADGET1	1	243	OK	478	165	95	20	2	15	0	0	0	1	0											OK	0	0	0										
ReImagined HPI RAW\guis\BRIEFING.GADGET2	5	243	MOREBAR	23	175	370	15	1298	15	0	100	1	1	-125																								
ReImagined HPI RAW\guis\BRIEFING.GADGET3	5	243	TextRegion	24	17	360	148	1297	15	0	0	0	1	-125																								
ReImagined HPI RAW\guis\BRIEFING.GADGET4	7	243	FONT	454	293	186	136	1	15	0	0	9	1	-125																				smlfont				
